"Sentence Text";Coded;Coder1;Coder2;Coder3;"Word Count";"Average Word Length";CC;CD;DT;EX;FW;IN;JJ;JJR;JJS;LS;MD;NN;NNS;NNP;NNPS;PDT;POS;PRP;PRP$;RB;RBR;RBS;RP;SYM;TO;UH;VB;VBD;VBG;VBN;VBP;VBZ;WDT;WP;WP$;WRB;"COCA1990 2012";"COCA2016 17";MTurk;PersonalBlogs;PoliticalBlogs;Refined;PDA500;TDA1710;"ALLPORT Metaphorical Doubtful";"ALLPORT Personal Traits";"ALLPORT Social Evaluations";"ALLPORT Temporary States";"COCA1990 2012 Count";"COCA2016 17 Count";"MTurk Count";"PersonalBlogs Count";"PoliticalBlogs Count";"Refined Count";"PDA500 Count";"TDA1710 Count";"ALLPORT Metaphorical Doubtful Count";"ALLPORT Personal Traits Count";"ALLPORT Social Evaluations Count";"ALLPORT Temporary States Count";"w2v cosine";"w2v euclid";"glove cosine";"glove euclid";O+;O-;C+;C-;E+;E-;A+;A-;N+;N-;SE+;SE-;ST+;ST-;CO+;CO-;OC+;OC-;ANNAM;ANNES;BETTY;BIDDY;CARTW;COLBR;DRDAV;EDWAR;ELINO;ELIBR;ELIWI;HARRY;WILLO;JHYMD;LADYE;LADYM;LDCOU;LDMOR;LUCYS;MARGA;MARIA;MARTH;MSCAR;MSGOD;MSMOR;MSSOP;MSSPA;MSWAL;MRDON;MRHAR;MRHEN;MRJEN;MRJOD;MRPRA;MRRIC;MRSIM;MRPAL;MRELL;MRROS;MSPAL;MSDSH;MSDEN;FANNY;MSFER;MSJEN;MSRIC;MSSMI;MSTAY;MSBUR;MSCLA;MSELL;GIBSO;RICST;ROBFE;SALLY;SRELL;SRMID;SRFER;OLDGD;WESTS;WHITS;THOMS;WMMID;PEOPL
You would rob it of its simplicity by imaginary improvement!;3;;WILLO:E:CO;WILLO:X:OC-;10;5.0;0;0;0;0;0;2;1;0;0;0;1;2;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"AC 1(improvement)";"AC 1(improvement)";;"AC 1(improvement)";;"AC 1(improvement)";;;;;"it";;1;1;0;1;0;1;0;0;0;0;1;0;0.89;0.47;0.30;1.17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;;;;;;;;;;;;;"HC2 (102) [ X + 5, E+ 18, C+ 3, A+ 14, C- 1, ST+ 14, A- 13, ST- 1, OC+ 4, SE+ 13, OC- 1, O+ 8, N+ 3, CO+ 4 ], HC3 (53) [ E+ 16, SE+ 7, OC- 11, A+ 5, C- 2, ST+ 3, A- 8, O- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"and this dear parlour in which our acquaintance first began, and in which so many happy hours have been since spent by us together, you would degrade to the condition of a common entrance, and every body would be eager to pass through the room which has hitherto contained within itself more real accommodation and comfort than any other apartment of the handsomest dimensions in the world could possibly afford.""";7;WILLO:E+:X;WILLO:E:CO;WILLO:X:OC-;70;4.8;4;0;8;0;0;10;6;0;0;0;3;11;2;0;0;0;0;3;1;5;1;0;0;0;2;0;4;1;0;4;1;1;3;0;0;0;"BE 1(acquaintance), HE 2(happy, comfort)";"BE 1(acquaintance), HE 2(happy, comfort)";"HE 1(happy)";"BE 1(acquaintance), HE 2(happy, comfort)";;"BE 1(acquaintance), HE 2(happy, comfort)";"eager";"eager, happy";;;"common, real, dear, first";"happy, spent";3;3;1;3;0;3;1;2;0;0;4;2;0.82;0.59;0.25;1.19;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;;;;;;;;;;;;;"HC1 (66) [ CO- 5, E+ 11, OC+ 10, SE+ 2, OC- 2, A+ 4, C- 2, ST+ 6, O+ 9, A- 11, OC+  2, CO+ 2 ], HC2 (104) [ X + 5, E+ 19, C+ 3, A+ 14, C- 1, ST+ 14, A- 13, ST- 1, OC+ 4, SE+ 13, OC- 1, O+ 8, N+ 3, CO+ 5 ], HC3 (54) [ E+ 16, SE+ 7, OC- 12, A+ 5, C- 2, ST+ 3, A- 8, O- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mrs. Dashwood again assured him that no alteration of the kind should be attempted.;4;MSDSH:X:ST+;;;14;4.9;0;0;2;0;0;2;0;0;0;0;1;2;0;2;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;"ST 1(attempted)";"ST 1(attempted)";;"ST 1(attempted)";;"ST 1(attempted)";"kind, assured";"kind";;"kind";;;1;1;0;1;0;1;2;1;0;1;0;0;0.88;0.48;0.35;1.12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (104) [ CO- 1, E+ 4, E- 3, C+ 3, A+ 13, C- 12, ST+ 18, A- 5, ST- 3, OC+ 8, SE+ 5, SE- 4, O+ 5, N+ 7, CO+ 12, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;
"""You are a good woman,"" he warmly replied.";2;;MSDSH:A:CO;;9;3.7;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;;;;;;;"good";;;"good";;0;0;0;0;0;0;0;1;0;0;1;0;0.83;0.58;0.38;1.09;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC2 (97) [ CO- 1, X + 1, OC+ 20, E+ 6, C+ 1, SE+ 3, A+ 12, C- 5, ST+ 8, O+ 12, N+ 19, CO+ 9 ]";;;;;;;;;;;;;;;;;;;;;;;
"""Your promise makes me easy.";0;;;;6;4.0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0.79;0.65;0.52;0.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Extend it a little farther, and it will make me happy.";0;;;;11;3.8;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;"HE 1(happy)";"HE 1(happy)";"HE 1(happy)";"HE 1(happy)";;"HE 1(happy)";;"happy, little";"make, little";;"it";"will, happy";1;1;1;1;0;1;0;2;2;0;1;2;0.85;0.55;0.48;0.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Tell me that not only your house will remain the same, but that I shall ever find you and yours as unchanged as your dwelling; and that you will always consider me with the kindness which has made everything belonging to you so dear to me.""";7;"WILLO:X:OC+, MSDSH:A+:X";WILLO:E:CO;WILLO:E:SE;47;4.1;3;0;2;0;0;5;3;0;0;0;3;4;0;0;0;0;0;8;2;6;0;0;0;0;2;0;4;0;1;1;0;1;1;0;0;0;"BE 2(kindness, belonging)";;"BE 1(kindness)";"BE 2(kindness, belonging)";;"BE 2(kindness, belonging)";;;"unchanged";;"dear";"will";2;0;1;2;0;2;0;0;1;0;1;1;0.86;0.52;0.43;1.03;0;0;0;0;2;0;1;0;0;0;1;0;0;0;1;0;1;0;;;;;;;;;;;;;"HC1 (67) [ CO- 5, E+ 11, OC+ 11, SE+ 2, OC- 2, A+ 4, C- 2, ST+ 6, O+ 9, A- 11, OC+  2, CO+ 2 ], HC2 (106) [ X + 5, E+ 20, C+ 3, A+ 14, C- 1, ST+ 14, A- 13, ST- 1, OC+ 4, SE+ 13, OC- 1, O+ 8, N+ 3, CO+ 6 ], HC3 (56) [ E+ 17, SE+ 8, OC- 12, A+ 5, C- 2, ST+ 3, A- 8, O- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (105) [ CO- 1, E+ 4, E- 3, C+ 3, A+ 14, C- 12, ST+ 18, A- 5, ST- 3, OC+ 8, SE+ 5, SE- 4, O+ 5, N+ 7, CO+ 12, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;
"The promise was readily given, and Willoughby's behaviour during the whole of the evening declared at once his affection and happiness.";6;WILLO:A+:X;WILLO:E:CO;;21;5.3;2;0;3;0;0;4;0;0;0;0;0;6;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;"BE 1(affection), HE 1(happiness)";;"BE 1(affection), HE 1(happiness)";"BE 1(affection), HE 1(happiness)";;"BE 1(affection), HE 1(happiness)";;;;;"whole";;2;0;2;2;0;2;0;0;0;0;1;0;0.82;0.60;0.30;1.15;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;"HC1 (68) [ CO- 5, E+ 11, OC+ 11, SE+ 2, OC- 2, A+ 5, C- 2, ST+ 6, O+ 9, A- 11, OC+  2, CO+ 2 ], HC2 (108) [ X + 5, E+ 21, C+ 3, A+ 14, C- 1, ST+ 14, A- 13, ST- 1, OC+ 4, SE+ 13, OC- 1, O+ 8, N+ 3, CO+ 7 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Shall we see you tomorrow to dinner?"" said Mrs. Dashwood, when he was leaving them.";1;;;MSDSH:E:SE;16;4.2;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;4;0;0;0;0;0;0;1;0;1;2;1;0;0;0;0;0;0;1;;;;;;;;;;;;"leaving";0;0;0;0;0;0;0;0;0;0;0;1;0.84;0.57;0.47;1.00;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC3 (67) [ E+ 7, C+ 6, A+ 8, ST+ 14, OC+  1, OC+ 4, OC- 4, SE+ 4, O+ 3, N+ 2, CO+ 10, O- 2, N- 2 ]";;;;;;;;;;;;;;;;;;;;;;;
"""I do not ask you to come in the morning, for we must walk to the park, to call on Lady Middleton.""";4;MSDSH:E+:X;;;23;3.3;0;0;2;0;0;3;0;0;0;0;1;2;0;2;0;0;0;3;0;1;0;0;0;0;3;0;5;0;0;0;1;0;0;0;0;0;"CO 1(must)";"CO 1(must)";;"CO 1(must)";"CO 1(must)";"CO 1(must)";;;"must, morning";;;;1;1;0;1;1;1;0;0;2;0;0;0;0.83;0.58;0.39;1.05;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (106) [ CO- 1, E+ 5, E- 3, C+ 3, A+ 14, C- 12, ST+ 18, A- 5, ST- 3, OC+ 8, SE+ 5, SE- 4, O+ 5, N+ 7, CO+ 12, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;
He engaged to be with them by four o'clock.;1;;;WILLO:E+:X;9;3.8;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;"engaged";0;0;0;0;0;0;0;0;0;0;0;1;0.71;0.76;0.37;1.11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;"HC3 (57) [ E+ 18, SE+ 8, OC- 12, A+ 5, C- 2, ST+ 3, A- 8, O- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CHAPTER 15   Mrs. Dashwood's visit to Lady Middleton took place the next day, and two of her daughters went with her; but Marianne excused herself from being of the party, under some trifling pretext of employment; and her mother, who concluded that a promise had been made by Willoughby the night before of calling on her while they were absent, was perfectly satisfied with her remaining at home.";5;MSDSH:A+:CO-;;"MSDSH:E:X, ELINO:E:X, MARGA:E:X";69;4.6;3;2;5;0;0;14;3;0;0;0;0;10;1;6;0;0;0;3;4;1;0;0;0;0;1;0;0;7;3;3;0;0;0;1;0;0;"AC 1(employment), BE 1(mother), HE 1(party)";"BE 1(mother)";"BE 1(mother)";"AC 1(employment), HE 1(party)";"AC 1(employment), BE 1(mother)";"AC 1(employment), BE 1(mother), HE 1(party)";;"satisfied";;;"excused";"satisfied, absent, trifling";3;1;1;2;2;3;0;1;0;0;1;3;0.84;0.56;0.32;1.14;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;"HC3 (104) [ X + 1, OC+ 5, E+ 4, C+ 58, SE+ 2, A+ 11, ST+ 11, O+ 8, CO+ 4 ]";;;;;;;;;;;"HC3 (17) [ OC+ 3, E+ 9, C+ 3, ST+ 1, O+ 1 ]";;;;;;;;;;;;;;;;;;;;;"HC1 (108) [ CO- 2, E+ 5, E- 3, C+ 3, A+ 15, C- 12, ST+ 18, A- 5, ST- 3, OC+ 8, SE+ 5, SE- 4, O+ 5, N+ 7, CO+ 12, N- 1 ], HC3 (68) [ E+ 8, C+ 6, A+ 8, ST+ 14, OC+  1, OC+ 4, OC- 4, SE+ 4, O+ 3, N+ 2, CO+ 10, O- 2, N- 2 ]";;;;;;;;;;;;;;;;;;;;;;;
"On their return from the park they found Willoughby's curricle and servant in waiting at the cottage, and Mrs. Dashwood was convinced that her conjecture had been just.";0;;;;28;4.9;2;0;2;0;0;5;0;0;0;0;0;6;0;3;0;0;0;1;2;1;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;;;;;;;"just";;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0.84;0.56;0.25;1.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
So far it was all as she had foreseen; but on entering the house she beheld what no foresight had taught her to expect.;0;;;;25;3.8;1;0;3;0;0;2;0;0;0;0;0;2;0;0;0;0;0;4;0;2;0;0;0;0;1;0;1;4;1;2;0;0;0;1;0;0;"SE 1(foresight)";;;"SE 1(foresight)";;"SE 1(foresight)";;;;;"it";;1;0;0;1;0;1;0;0;0;0;1;0;0.86;0.53;0.39;1.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"They were no sooner in the passage than Marianne came hastily out of the parlour apparently in violent affliction, with her handkerchief at her eyes; and without noticing them ran up stairs.";3;;MARIA:N:X;MARIA:N:X;33;4.8;1;0;2;0;0;9;1;0;0;0;0;4;2;1;0;0;0;2;2;3;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;;;;;;;"violent";"violent";;"violent";"sooner, out";;0;0;0;0;0;0;1;1;0;1;2;0;0.81;0.61;0.19;1.24;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;"HC2 (207) [ CO- 2, X + 3, E+ 32, C+ 2, A+ 11, C- 4, ST+ 9, A- 6, ST- 2, OC+ 26, SE+ 13, OC- 7, O+ 48, N+ 38, CO+ 4 ], HC3 (134) [ OC-  2, E+ 34, C+ 8, A+ 13, C- 2, ST+ 8, A- 2, OC+  5, OC+ 2, OC- 13, SE+ 14, O+ 4, N+ 3, O- 12, CO+ 9, N- 3 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Surprised and alarmed they proceeded directly into the room she had just quitted, where they found only Willoughby, who was leaning against the mantel-piece with his back towards them.";0;;;;29;5.3;1;0;2;0;0;4;0;0;0;0;0;3;0;1;0;0;0;4;1;3;0;0;0;0;0;0;0;4;1;3;0;0;0;1;0;1;;;;;;;"just";;;;;"alarmed, leaning";0;0;0;0;0;0;1;0;0;0;0;2;0.83;0.58;0.28;1.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"He turned round on their coming in, and his countenance shewed that he strongly partook of the emotion which over-powered Marianne.";2;;WILLO:N:X;;21;5.2;1;0;1;0;0;4;1;0;0;0;0;2;0;1;0;0;0;2;2;2;0;0;0;0;0;0;1;2;1;0;0;0;1;0;0;0;"ST 1(emotion)";;;;;;;;"round";;;;1;0;0;0;0;0;0;0;1;0;0;0;0.82;0.59;0.17;1.27;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;"HC2 (109) [ X + 5, E+ 21, C+ 3, A+ 14, C- 1, ST+ 14, A- 13, ST- 1, OC+ 4, SE+ 13, OC- 1, O+ 8, N+ 4, CO+ 7 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Is anything the matter with her?"" cried Mrs. Dashwood as she entered--""is she ill?""  ""I hope not,"" he replied, trying to look cheerful; and with a forced smile presently added, ""It is I who may rather expect to be ill--for I am now suffering under a very heavy disappointment!""";7;"WILLO:X:CO+, MSDSH:X:ST+";WILLO:A-:SE;MSDSH:A:X;51;4.3;1;0;3;0;0;4;4;0;0;0;1;4;0;2;0;0;0;7;1;6;0;0;0;0;2;0;4;4;2;0;2;2;0;1;0;0;"HE 1(cheerful)";"HE 1(cheerful)";;"HE 1(cheerful)";;"HE 1(cheerful)";"cheerful";"cheerful";"ill";;"trying, forced";"suffering";1;1;0;1;0;1;1;1;1;0;2;1;0.84;0.57;0.38;1.08;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;;;;;;;;;;;;;"HC1 (69) [ CO- 5, E+ 11, OC+ 11, SE+ 2, OC- 2, A+ 5, C- 2, ST+ 6, O+ 9, A- 11, OC+  2, CO+ 3 ], HC2 (111) [ X + 5, E+ 21, C+ 3, A+ 14, C- 1, ST+ 14, A- 14, ST- 1, OC+ 4, SE+ 14, OC- 1, O+ 8, N+ 4, CO+ 7 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (109) [ CO- 2, E+ 5, E- 3, C+ 3, A+ 15, C- 12, ST+ 19, A- 5, ST- 3, OC+ 8, SE+ 5, SE- 4, O+ 5, N+ 7, CO+ 12, N- 1 ], HC3 (69) [ E+ 8, C+ 6, A+ 9, ST+ 14, OC+  1, OC+ 4, OC- 4, SE+ 4, O+ 3, N+ 2, CO+ 10, O- 2, N- 2 ]";;;;;;;;;;;;;;;;;;;;;;;
"""Disappointment?""  ""Yes, for I am unable to keep my engagement with you.";0;;;;13;4.3;0;0;0;0;0;2;1;0;0;0;0;2;0;0;0;0;0;2;1;0;0;0;0;0;1;1;2;0;0;0;1;0;0;0;0;0;;;;;;;;;;;"unable";;0;0;0;0;0;0;0;0;0;0;1;0;0.77;0.68;0.37;1.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Mrs. Smith has this morning exercised the privilege of riches upon a poor dependent cousin, by sending me on business to London.";4;MSSMI:X:ST+;;;22;4.7;0;0;3;0;0;4;2;0;0;0;0;4;1;3;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;"AC 1(business), BE 1(cousin), PO 2(privilege, riches)";"AC 1(business), BE 1(cousin), PO 2(privilege, riches)";"BE 1(cousin)";"AC 1(business), PO 1(privilege)";"AC 1(business), PO 1(privilege)";"AC 1(business), BE 1(cousin), PO 1(privilege)";"dependent";"poor, dependent";"morning";;"poor";"exercised";4;4;1;2;2;3;1;2;1;0;1;1;0.86;0.53;0.30;1.17;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (1) [ ST+ 1 ]";;;;;;;;;;;;;;;;;
"I have just received my dispatches, and taken my farewell of Allenham; and by way of exhilaration I am now come to take my farewell of you.""  ""To London!--and are you going this morning?""";0;;;;35;4.2;2;0;1;0;0;4;0;0;0;0;0;5;1;2;0;0;0;4;3;2;0;0;0;0;2;0;1;0;1;2;4;0;0;0;0;0;"HE 1(exhilaration)";;;;;;"just";;"morning";;;;1;0;0;0;0;0;1;0;1;0;0;0;0.85;0.53;0.33;1.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Almost this moment.""";0;;;;4;4.5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.37;1.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"""This is very unfortunate.";0;;;;5;4.6;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;"unfortunate";;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.18;1.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"But Mrs. Smith must be obliged;--and her business will not detain you from us long I hope.""";1;;;MSDSH:C:X;17;4.3;1;0;0;0;0;1;1;0;0;0;2;1;0;2;0;0;0;3;1;2;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;"AC 1(business), CO 1(must)";"AC 1(business), CO 1(must)";;"AC 1(business), CO 1(must)";"AC 1(business), CO 1(must)";"AC 1(business), CO 1(must)";;;"must";;;"will";2;2;0;2;2;2;0;0;1;0;0;1;0.88;0.49;0.51;0.96;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC3 (70) [ E+ 8, C+ 7, A+ 9, ST+ 14, OC+  1, OC+ 4, OC- 4, SE+ 4, O+ 3, N+ 2, CO+ 10, O- 2, N- 2 ]";;;;;;;;;;;;;;;;;;;;;;;
"He coloured as he replied, ""You are very kind, but I have no idea of returning into Devonshire immediately.";2;;WILLO:A-:SE;;19;4.5;1;0;1;0;0;3;1;0;0;0;0;1;0;1;0;0;0;4;0;2;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;"SD 1(idea)";"SD 1(idea)";"SD 1(idea)";"SD 1(idea)";"SD 1(idea)";"SD 1(idea)";"kind";"kind";;"kind";;;1;1;1;1;1;1;1;1;0;1;0;0;0.83;0.58;0.31;1.14;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;"HC2 (113) [ X + 5, E+ 21, C+ 3, A+ 14, C- 1, ST+ 14, A- 15, ST- 1, OC+ 4, SE+ 15, OC- 1, O+ 8, N+ 4, CO+ 7 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"My visits to Mrs. Smith are never repeated within the twelvemonth.""";0;;;;11;5.0;0;0;1;0;0;1;0;0;0;0;0;1;1;2;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0.83;0.57;0.31;1.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"""And is Mrs. Smith your only friend?";0;;;;8;3.8;1;0;0;0;0;0;1;0;0;0;0;1;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;"BE 1(friend)";"BE 1(friend)";"BE 1(friend)";"BE 1(friend)";"BE 1(friend)";"BE 1(friend)";;;;;;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0.28;1.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Is Allenham the only house in the neighbourhood to which you will be welcome?;0;;;;14;4.5;0;0;2;0;0;1;2;0;0;0;1;2;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;"BE 1(neighbourhood), UN 1(welcome)";;"BE 1(neighbourhood)";"UN 1(welcome)";"UN 1(welcome)";"BE 1(neighbourhood), UN 1(welcome)";;;;;;"will";2;0;1;1;1;2;0;0;0;0;0;1;0.86;0.52;0.27;1.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"For shame, Willoughby, can you wait for an invitation here?""";4;MSDSH:A+:ST+;;;10;4.7;0;0;1;0;0;2;0;0;0;0;1;2;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"CO 1(shame)";;;"CO 1(shame)";;"CO 1(shame)";;;;;;;1;0;0;1;0;1;0;0;0;0;0;0;0.77;0.68;0.43;1.06;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (111) [ CO- 2, E+ 5, E- 3, C+ 3, A+ 16, C- 12, ST+ 20, A- 5, ST- 3, OC+ 8, SE+ 5, SE- 4, O+ 5, N+ 7, CO+ 12, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;
"His colour increased; and with his eyes fixed on the ground he only replied, ""You are too good.""";7;MSDSH:A+:ST+;WILLO:A-:SE;MSDSH:A+:X;19;3.9;1;0;1;0;0;2;1;0;0;0;0;2;1;0;0;0;0;2;2;2;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;;;;;;;;"good";"fixed";;"good";;0;0;0;0;0;0;0;1;1;0;1;0;0.76;0.68;0.34;1.13;0;0;0;0;0;0;2;1;0;0;1;0;1;0;0;0;0;0;;;;;;;;;;;;;"HC2 (115) [ X + 5, E+ 21, C+ 3, A+ 14, C- 1, ST+ 14, A- 16, ST- 1, OC+ 4, SE+ 16, OC- 1, O+ 8, N+ 4, CO+ 7 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (113) [ CO- 2, E+ 5, E- 3, C+ 3, A+ 17, C- 12, ST+ 21, A- 5, ST- 3, OC+ 8, SE+ 5, SE- 4, O+ 5, N+ 7, CO+ 12, N- 1 ], HC3 (71) [ E+ 8, C+ 7, A+ 10, ST+ 14, OC+  1, OC+ 4, OC- 4, SE+ 4, O+ 3, N+ 2, CO+ 10, O- 2, N- 2 ]";;;;;;;;;;;;;;;;;;;;;;;
